species,temperature,irradiance,growth rate,daylength,environment,taxon,reference
Fragilaria bidens,10,10,0.2606,15,freshwater,chlorophyte,7
Fragilaria bidens,10,20,0.2604,15,freshwater,chlorophyte,7
Fragilaria bidens,10,40,0.2334,15,freshwater,chlorophyte,7
Fragilaria bidens,10,40,0.2962,15,freshwater,chlorophyte,7
Fragilaria bidens,10,55,0.3441,15,freshwater,chlorophyte,7
Fragilaria bidens,10,80,0.3338,15,freshwater,chlorophyte,7
Fragilaria bidens,10,95,0.3649,15,freshwater,chlorophyte,7
Fragilaria bidens,10,115,0.4369,15,freshwater,chlorophyte,7
Fragilaria bidens,10,150,0.4843,15,freshwater,chlorophyte,7
Fragilaria bidens,10,200,0.4157,15,freshwater,chlorophyte,7
Fragilaria bidens,10,215,0.3982,15,freshwater,chlorophyte,7
Fragilaria bidens,10,250,0.4217,15,freshwater,chlorophyte,7
Fragilaria bidens,10,250,0.3803,15,freshwater,chlorophyte,7
Fragilaria bidens,10,300,0.4058,15,freshwater,chlorophyte,7
Fragilaria bidens,10,375,0.2966,15,freshwater,chlorophyte,7
Fragilaria bidens,10,375,0.3051,15,freshwater,chlorophyte,7
Fragilaria bidens,10,480,0.2057,15,freshwater,chlorophyte,7
Fragilaria bidens,10,480,0.2492,15,freshwater,chlorophyte,7
Fragilaria bidens,10,650,0.0977,15,freshwater,chlorophyte,7
Fragilaria bidens,15,10,0.1064,15,freshwater,chlorophyte,7
Fragilaria bidens,15,10,0.1329,15,freshwater,chlorophyte,7
Fragilaria bidens,15,10,0.1837,15,freshwater,chlorophyte,7
Fragilaria bidens,15,10,0.3237,15,freshwater,chlorophyte,7
Fragilaria bidens,15,20,0.2852,15,freshwater,chlorophyte,7
Fragilaria bidens,15,20,0.3528,15,freshwater,chlorophyte,7
Fragilaria bidens,15,40,0.365,15,freshwater,chlorophyte,7
Fragilaria bidens,15,10,0.3576,15,freshwater,chlorophyte,7
Fragilaria bidens,15,20,0.4132,15,freshwater,chlorophyte,7
Fragilaria bidens,15,20,0.5002,15,freshwater,chlorophyte,7
Fragilaria bidens,15,40,0.5051,15,freshwater,chlorophyte,7
Fragilaria bidens,15,40,0.4327,15,freshwater,chlorophyte,7
Fragilaria bidens,15,55,0.4207,15,freshwater,chlorophyte,7
Fragilaria bidens,15,55,0.4739,15,freshwater,chlorophyte,7
Fragilaria bidens,15,55,0.4811,15,freshwater,chlorophyte,7
Fragilaria bidens,15,80,0.5321,15,freshwater,chlorophyte,7
Fragilaria bidens,15,80,0.6503,15,freshwater,chlorophyte,7
Fragilaria bidens,15,95,0.5419,15,freshwater,chlorophyte,7
Fragilaria bidens,15,115,0.5878,15,freshwater,chlorophyte,7
Fragilaria bidens,15,125,0.5758,15,freshwater,chlorophyte,7
Fragilaria bidens,15,125,0.658,15,freshwater,chlorophyte,7
Fragilaria bidens,15,150,0.593,15,freshwater,chlorophyte,7
Fragilaria bidens,15,150,0.639,15,freshwater,chlorophyte,7
Fragilaria bidens,15,200,0.5861,15,freshwater,chlorophyte,7
Fragilaria bidens,15,215,0.5863,15,freshwater,chlorophyte,7
Fragilaria bidens,15,200,0.6297,15,freshwater,chlorophyte,7
Fragilaria bidens,15,200,0.69,15,freshwater,chlorophyte,7
Fragilaria bidens,15,200,0.7601,15,freshwater,chlorophyte,7
Fragilaria bidens,15,250,0.5189,15,freshwater,chlorophyte,7
Fragilaria bidens,15,375,0.358,15,freshwater,chlorophyte,7
Fragilaria bidens,15,375,0.5368,15,freshwater,chlorophyte,7
Fragilaria bidens,15,400,0.4936,15,freshwater,chlorophyte,7
Fragilaria bidens,15,400,0.4066,15,freshwater,chlorophyte,7
Fragilaria bidens,15,480,0.3082,15,freshwater,chlorophyte,7
Fragilaria bidens,15,480,0.4677,15,freshwater,chlorophyte,7
Fragilaria bidens,15,650,0.2443,15,freshwater,chlorophyte,7
Fragilaria bidens,15,650,0.4158,15,freshwater,chlorophyte,7
Fragilaria bidens,20,10,0.4421,15,freshwater,chlorophyte,7
Fragilaria bidens,20,20,0.4898,15,freshwater,chlorophyte,7
Fragilaria bidens,20,30,0.4989,15,freshwater,chlorophyte,7
Fragilaria bidens,20,30,0.5471,15,freshwater,chlorophyte,7
Fragilaria bidens,20,40,0.643,15,freshwater,chlorophyte,7
Fragilaria bidens,20,80,0.6274,15,freshwater,chlorophyte,7
Fragilaria bidens,20,80,0.7332,15,freshwater,chlorophyte,7
Fragilaria bidens,20,95,0.7372,15,freshwater,chlorophyte,7
Fragilaria bidens,20,150,0.8413,15,freshwater,chlorophyte,7
Fragilaria bidens,20,200,0.8877,15,freshwater,chlorophyte,7
Fragilaria bidens,20,225,0.9736,15,freshwater,chlorophyte,7
Fragilaria bidens,20,250,1.0304,15,freshwater,chlorophyte,7
Fragilaria bidens,20,300,1.0576,15,freshwater,chlorophyte,7
Fragilaria bidens,20,375,0.8774,15,freshwater,chlorophyte,7
Fragilaria bidens,20,400,0.8333,15,freshwater,chlorophyte,7
Fragilaria bidens,20,480,0.6719,15,freshwater,chlorophyte,7
Fragilaria bidens,20,480,0.8211,15,freshwater,chlorophyte,7
Fragilaria bidens,20,650,0.6185,15,freshwater,chlorophyte,7
Fragilaria bidens,20,650,0.8058,15,freshwater,chlorophyte,7
Fragilaria bidens,22,10,0.2856,15,freshwater,chlorophyte,7
Fragilaria bidens,22,20,0.4161,15,freshwater,chlorophyte,7
Fragilaria bidens,22,10,0.4889,15,freshwater,chlorophyte,7
Fragilaria bidens,22,80,0.6186,15,freshwater,chlorophyte,7
Fragilaria bidens,22,55,0.6819,15,freshwater,chlorophyte,7
Fragilaria bidens,22,40,0.6823,15,freshwater,chlorophyte,7
Fragilaria bidens,22,40,0.8129,15,freshwater,chlorophyte,7
Fragilaria bidens,22,80,0.822,15,freshwater,chlorophyte,7
Fragilaria bidens,22,95,0.7635,15,freshwater,chlorophyte,7
Fragilaria bidens,22,115,0.8215,15,freshwater,chlorophyte,7
Fragilaria bidens,22,125,0.8647,15,freshwater,chlorophyte,7
Fragilaria bidens,22,150,0.845,15,freshwater,chlorophyte,7
Fragilaria bidens,22,200,0.8636,15,freshwater,chlorophyte,7
Fragilaria bidens,22,215,0.999,15,freshwater,chlorophyte,7
Fragilaria bidens,22,250,0.979,15,freshwater,chlorophyte,7
Fragilaria bidens,22,275,1.0174,15,freshwater,chlorophyte,7
Fragilaria bidens,22,300,1.0265,15,freshwater,chlorophyte,7
Fragilaria bidens,22,375,0.9334,15,freshwater,chlorophyte,7
Fragilaria bidens,22,400,0.8168,15,freshwater,chlorophyte,7
Fragilaria bidens,22,480,0.7718,15,freshwater,chlorophyte,7
Fragilaria bidens,22,650,0.5899,15,freshwater,chlorophyte,7
Fragilaria bidens,25,10,0.3967,15,freshwater,chlorophyte,7
Fragilaria bidens,25,30,0.439,15,freshwater,chlorophyte,7
Fragilaria bidens,25,10,0.4851,15,freshwater,chlorophyte,7
Fragilaria bidens,25,20,0.6139,15,freshwater,chlorophyte,7
Fragilaria bidens,25,40,0.6874,15,freshwater,chlorophyte,7
Fragilaria bidens,25,80,0.674,15,freshwater,chlorophyte,7
Fragilaria bidens,25,115,0.6798,15,freshwater,chlorophyte,7
Fragilaria bidens,25,80,0.7668,15,freshwater,chlorophyte,7
Fragilaria bidens,25,95,0.8312,15,freshwater,chlorophyte,7
Fragilaria bidens,25,115,0.888,15,freshwater,chlorophyte,7
Fragilaria bidens,25,125,0.8658,15,freshwater,chlorophyte,7
Fragilaria bidens,25,150,0.8338,15,freshwater,chlorophyte,7
Fragilaria bidens,25,150,0.9125,15,freshwater,chlorophyte,7
Fragilaria bidens,25,175,0.8498,15,freshwater,chlorophyte,7
Fragilaria bidens,25,175,0.9117,15,freshwater,chlorophyte,7
Fragilaria bidens,25,200,0.937,15,freshwater,chlorophyte,7
Fragilaria bidens,25,215,0.9482,15,freshwater,chlorophyte,7
Fragilaria bidens,25,250,0.6508,15,freshwater,chlorophyte,7
Fragilaria bidens,25,250,0.8176,15,freshwater,chlorophyte,7
Fragilaria bidens,25,250,0.8827,15,freshwater,chlorophyte,7
Fragilaria bidens,25,250,0.9085,15,freshwater,chlorophyte,7
Fragilaria bidens,25,375,0.8416,15,freshwater,chlorophyte,7
Fragilaria bidens,25,375,0.777,15,freshwater,chlorophyte,7
Fragilaria bidens,25,375,0.7766,15,freshwater,chlorophyte,7
Fragilaria bidens,25,400,0.7759,15,freshwater,chlorophyte,7
Fragilaria bidens,25,400,0.8165,15,freshwater,chlorophyte,7
Fragilaria bidens,25,475,0.725,15,freshwater,chlorophyte,7
Fragilaria bidens,25,650,0.6818,15,freshwater,chlorophyte,7
Fragilaria bidens,25,650,0.7492,15,freshwater,chlorophyte,7
Fragilaria bidens,29,10,0.165,15,freshwater,chlorophyte,7
Fragilaria bidens,29,20,0.2174,15,freshwater,chlorophyte,7
Fragilaria bidens,29,30,0.3225,15,freshwater,chlorophyte,7
Fragilaria bidens,29,30,0.4588,15,freshwater,chlorophyte,7
Fragilaria bidens,29,55,0.3293,15,freshwater,chlorophyte,7
Fragilaria bidens,29,80,0.4509,15,freshwater,chlorophyte,7
Fragilaria bidens,29,95,0.4841,15,freshwater,chlorophyte,7
Fragilaria bidens,29,115,0.4336,15,freshwater,chlorophyte,7
Fragilaria bidens,29,125,0.5147,15,freshwater,chlorophyte,7
Fragilaria bidens,29,150,0.5933,15,freshwater,chlorophyte,7
Fragilaria bidens,29,175,0.4949,15,freshwater,chlorophyte,7
Fragilaria bidens,29,200,0.3509,15,freshwater,chlorophyte,7
Fragilaria bidens,29,215,0.4055,15,freshwater,chlorophyte,7
Fragilaria bidens,29,250,0.417,15,freshwater,chlorophyte,7
Fragilaria bidens,29,300,0.3611,15,freshwater,chlorophyte,7
Fragilaria bidens,29,375,0.3457,15,freshwater,chlorophyte,7
Fragilaria bidens,29,400,0.1994,15,freshwater,chlorophyte,7
Fragilaria bidens,29,650,0.2695,15,freshwater,chlorophyte,7
Fragilaria bidens,32,10,0.0991,15,freshwater,chlorophyte,7
Fragilaria bidens,32,30,0.1688,15,freshwater,chlorophyte,7
Fragilaria bidens,32,20,0.1907,15,freshwater,chlorophyte,7
Fragilaria bidens,32,20,0.2199,15,freshwater,chlorophyte,7
Fragilaria bidens,32,30,0.2438,15,freshwater,chlorophyte,7
Fragilaria bidens,32,55,0.2433,15,freshwater,chlorophyte,7
Fragilaria bidens,32,80,0.2039,15,freshwater,chlorophyte,7
Fragilaria bidens,32,55,0.3519,15,freshwater,chlorophyte,7
Fragilaria bidens,32,95,0.373,15,freshwater,chlorophyte,7
Fragilaria bidens,32,115,0.3727,15,freshwater,chlorophyte,7
Fragilaria bidens,32,125,0.3965,15,freshwater,chlorophyte,7
Fragilaria bidens,32,125,0.3432,15,freshwater,chlorophyte,7
Fragilaria bidens,32,150,0.3425,15,freshwater,chlorophyte,7
Fragilaria bidens,32,175,0.3131,15,freshwater,chlorophyte,7
Fragilaria bidens,32,175,0.3564,15,freshwater,chlorophyte,7
Fragilaria bidens,32,200,0.2808,15,freshwater,chlorophyte,7
Fragilaria bidens,32,215,0.3215,15,freshwater,chlorophyte,7
Fragilaria bidens,32,250,0.2167,15,freshwater,chlorophyte,7
Fragilaria bidens,32,250,0.3038,15,freshwater,chlorophyte,7
Fragilaria bidens,32,300,0.2321,15,freshwater,chlorophyte,7
Fragilaria bidens,32,400,0.2325,15,freshwater,chlorophyte,7
Fragilaria bidens,32,375,0.2962,15,freshwater,chlorophyte,7
Fragilaria bidens,32,480,0.2564,15,freshwater,chlorophyte,7
Fragilaria bidens,32,650,0.2021,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,10,0.039,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,30,0.0343,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,30,0.1146,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,50,0.251,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,75,0.2828,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,100,0.2125,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,135,0.2103,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,170,0.2057,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,205,0.1403,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,255,0.0945,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,295,0.0583,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,345,0.066,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,410,0.0204,15,freshwater,chlorophyte,7
Monoraphidium minutum,15,500,0.026,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,10,0.1405,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,30,0.3197,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,50,0.3725,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,75,0.7117,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,170,0.821,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,100,0.7982,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,205,0.6891,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,230,0.6741,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,255,0.552,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,295,0.4295,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,345,0.3023,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,690,0.1386,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,410,0.2327,15,freshwater,chlorophyte,7
Monoraphidium minutum,20,500,0.2401,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,30,0.1012,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,30,0.3153,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,75,0.5427,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,75,0.5427,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,75,0.5427,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,50,0.5823,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,100,0.7851,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,135,0.9397,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,170,0.9921,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,205,1.1224,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,230,1.1169,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,255,1.1158,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,295,1.0512,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,345,0.9816,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,410,1.023,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,500,0.9666,15,freshwater,chlorophyte,7
Monoraphidium minutum,25,690,0.9264,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,50,0.494,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,75,0.8168,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,100,0.9973,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,135,1.1975,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,170,1.3046,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,205,1.4656,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,230,1.5533,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,255,1.6162,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,295,1.6938,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,345,1.6339,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,410,1.49,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,500,1.3747,15,freshwater,chlorophyte,7
Monoraphidium minutum,30,690,1.2723,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,30,0.00837,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,50,0.2515,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,50,0.6076,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,75,0.8115,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,135,1.1458,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,100,1.0056,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,170,1.3005,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,230,1.4249,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,255,1.6287,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,295,1.7197,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,345,1.8638,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,380,1.8822,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,410,1.8759,15,freshwater,chlorophyte,7
Monoraphidium minutum,35,690,1.8209,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,10,0.0532,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,25,0.1135,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,50,0.1348,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,75,0.1658,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,100,0.1821,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,135,0.1497,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,165,0.0981,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,212,0.0774,15,freshwater,chlorophyte,7
Pediastrum boryanum,15,250,0.0523,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,10,0.077,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,25,0.187,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,50,0.2723,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,75,0.3907,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,100,0.4509,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,135,0.4622,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,165,0.4985,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,212,0.353,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,250,0.2665,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,290,0.2581,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,240,0.1905,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,410,0.1499,15,freshwater,chlorophyte,7
Pediastrum boryanum,20,520,0.07,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,10,0.2464,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,25,0.4344,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,50,0.5691,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,75,0.7376,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,100,0.8087,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,135,0.8848,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,165,0.9123,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,212,0.8662,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,250,0.8162,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,290,0.664,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,340,0.463,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,410,0.382,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,520,0.401,15,freshwater,chlorophyte,7
Pediastrum boryanum,25,685,0.3687,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,10,0.3498,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,25,0.4805,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,50,0.6153,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,75,0.6962,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,100,0.8599,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,135,0.9311,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,165,1.0072,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,212,1.1021,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,250,1.056,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,290,1.01,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,340,0.8519,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,410,0.6968,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,520,0.6077,15,freshwater,chlorophyte,7
Pediastrum boryanum,28,685,0.5304,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,10,0.3126,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,25,0.6052,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,50,0.6181,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,75,0.8142,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,100,0.8506,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,135,1.0122,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,165,1.0633,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,212,1.1315,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,250,1.1818,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,290,1.1257,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,340,1.007,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,340,1.0118,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,410,0.8329,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,685,0.7359,15,freshwater,chlorophyte,7
Pediastrum boryanum,32,520,0.6997,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,6.2183,0.082,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,20.8929,0.3963,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,20.0614,0.4551,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,20.7287,0.6055,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,56.0165,0.6724,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,62.2476,0.738,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,94.4275,0.7623,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,154.0318,0.8662,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,179.1618,0.8673,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,172.9588,0.7657,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,239.69,0.7948,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,371.5918,0.8397,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,425.8093,0.8029,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,495.0067,0.6915,15,freshwater,chlorophyte,7
Scenedesmus crassus,15,593.217,0.637,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,28.4439,0.3714,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,99.1921,0.5029,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,99.2516,0.5518,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,126.0679,0.5857,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,179.623,0.5901,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,205.1804,0.5899,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,236.7697,0.5457,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,259.917,0.5651,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,282.9868,0.5209,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,321.908,0.501,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,331.6442,0.501,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,383.9405,0.4712,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,449.666,0.4756,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,533.6526,0.4846,15,freshwater,chlorophyte,7
Scenedesmus crassus,20,678.4491,0.459,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,38.0235,0.5996,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,104.1233,0.9079,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,128.455,1.0574,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,177.2309,1.1628,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,177.2309,1.1628,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,226.0238,1.2391,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,256.299,1.1657,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,277.2295,1.1652,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,313.3075,1.1111,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,383.0591,1.1384,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,455.1869,1.0786,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,535.4234,1.0718,15,freshwater,chlorophyte,7
Scenedesmus crassus,25,678.4824,1.0102,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,30.2403,0.6075,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,96.0598,1.1023,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,124.1639,1.1989,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,124.1639,1.1989,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,176.7195,1.3582,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,231.8253,1.3519,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,290.5689,1.4041,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,317.5409,1.3498,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,392.2269,1.3627,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,451.0599,1.2688,15,freshwater,chlorophyte,7
Scenedesmus crassus,27,680.0161,1.3071,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,33.3915,0.7893,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,102.0562,1.1437,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,122.9361,1.3695,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,175.41,1.4642,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,222.0191,1.6073,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,278.0119,1.673,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,313.0235,1.6863,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,381.9189,1.6456,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,383.0863,1.6455,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,383.0835,1.6503,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,455.4724,1.6239,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,533.7121,1.5732,15,freshwater,chlorophyte,7
Scenedesmus crassus,32,685.4716,1.5587,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,31,0.1326,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,102,0.1777,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,127,0.2172,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,179,0.1887,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,230,0.1504,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,255,0.141,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,280,0.1464,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,315,0.1371,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,383,0.0503,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,450,0.0612,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,15,533,0.0429,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,20,31,0.3714,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,20,102,0.5029,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,20,102,0.5518,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,20,127,0.5857,15,freshwater,chlorophyte,7
Scenedesmus quadricauda,20,179,0.5901,15,freshwater,chlorophyte,7
